transaction_hash,block_number,date,asset_id,seller,buyer,maker,taker,sale_price_eth,sale_price_usd,timestamp
0xdaf7a34ec2f0621eed755cbbfe786d0ee0e275f942c101d032dbaffb8ca28c93,14643804,2022-04-23,2786,0x32ac1f62a838affa4aa0a6f2ac1fa20b63ae55c9,0x320949dbb08c27aea175558e380d222ad608752f,0x32ac1f62a838affa4aa0a6f2ac1fa20b63ae55c9,0x320949dbb08c27aea175558e380d222ad608752f,37.0,109782.1555538139,1650753707
0x2d88fc094efa55c46071a7371e5b1d94eb57380c5cde31fea1e6fdc42366fe19,14643796,2022-04-23,1392,0xeb13eb5005b1689175a4b357bcd9759d183839f2,0x4be6dc6978d219a27cadb01014b3e472924f2537,0xeb13eb5005b1689175a4b357bcd9759d183839f2,0x4be6dc6978d219a27cadb01014b3e472924f2537,39.0,115716.32612429032,1650753549
0x4a13d2232019569b5e0761a1d3ee3bdbb770472623e3360ad1353358a6d6dd6b,14643711,2022-04-23,5095,0x54b174179ae825ed630da40b625bb3c883cd40ae,0xbb03ab3f2c98ae17ae47c100b89e143f0d22ba34,0x54b174179ae825ed630da40b625bb3c883cd40ae,0xbb03ab3f2c98ae17ae47c100b89e143f0d22ba34,38.0,112749.2408390521,1650752346
0xee2a7958aef927b257df16072f861df868c394983d29b292ab639b1e39733444,14643674,2022-04-23,8590,0x9b07be1cdda3a58f352b7247919077bdd62c4dc8,0xe63ba66f2ea225c74a6165d172b4da07e71eb4bc,0x9b07be1cdda3a58f352b7247919077bdd62c4dc8,0xe63ba66f2ea225c74a6165d172b4da07e71eb4bc,41.42,122896.6725145668,1650751806
0x92ecb0fedfc69184970ec601e02970b3121d9bd6b231a8d198578ef06b324054,14643648,2022-04-23,3344,0x1dd9d35b3fa0d39e9f2f12100c1647260ad22331,0x6caccf6df062634f6fdf7581b5c3fb0ff2d993cd,0x1dd9d35b3fa0d39e9f2f12100c1647260ad22331,0x6caccf6df062634f6fdf7581b5c3fb0ff2d993cd,79.69,236447.0263806332,1650751489
0x43f7688ee533fd3f45ba108fbfaa5c01031a78c3e869760ff1edda4f4440df67,14643641,2022-04-23,5504,0x0325cbbedcae9f52281f1b680b8d98727404cd99,0xafa55da01a1db8f8f3b967ffa51380fc0413203e,0x0325cbbedcae9f52281f1b680b8d98727404cd99,0xafa55da01a1db8f8f3b967ffa51380fc0413203e,44.0,130551.75255048138,1650751382
0x03cea5420a8368fa0cfc5e948faa7d1c0a7b0281bf14fced3ca10bf93d48b952,14643605,2022-04-23,7887,0xed40624deb1202e63d0729b6411ffa0efb333ad9,0xcb9926b610de1e4ef7946bbc351f109902ab4de6,0xed40624deb1202e63d0729b6411ffa0efb333ad9,0xcb9926b610de1e4ef7946bbc351f109902ab4de6,37.0,109782.1555538139,1650750971
0xbe766fe3c5da3067feac6b1e74ac9a6cae67dc586ed41c48dfc51af2c0b1af24,14643561,2022-04-23,3560,0x98e0a8a90f14e2b23dc4805194891826f0db2dc8,0xed6618cda6a25482b99fe8bc70f039034575ee7c,0x98e0a8a90f14e2b23dc4805194891826f0db2dc8,0xed6618cda6a25482b99fe8bc70f039034575ee7c,53.0,157255.5201176253,1650750299
0x503bdf2f9b531ad674c96d6f98f1be0769bad2696cc7215118023a46df12ff82,14643556,2022-04-23,4656,0x7d4c4d5380ca2f9c7a091bb622b80613da7eae8c,0x805b01e7f3fe127769b249763250222630968b4d,0x7d4c4d5380ca2f9c7a091bb622b80613da7eae8c,0x805b01e7f3fe127769b249763250222630968b4d,38.0,112749.2408390521,1650750206
0x3ae8100c5c32a26d078177f8bbeaf5805c212e266dce1d3104292dbe23ff3860,14643541,2022-04-23,4184,0x25cb473571460b9a57590642b76c8625579d9906,0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,0x25cb473571460b9a57590642b76c8625579d9906,0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,37.5,111265.698196433,1650749942
0x6dab5f13185c7ffae5ef27dd05670be1b67edc82c44058203208782563f04760,14643539,2022-04-23,4485,0xb47c55f00a31deda8415e67d587168e05d41f92c,0x0705c8f7e8fcd99c56b220c6d1886f98be37921d,0xb47c55f00a31deda8415e67d587168e05d41f92c,0x0705c8f7e8fcd99c56b220c6d1886f98be37921d,39.0,115716.32612429032,1650749893
0x6e9e88c9d78482288d20945e9b68a91b04dd427136ed05fdf218217efe5b8e34,14643529,2022-04-23,8112,0x62050220633afe524d98fe3fccadbeacc2b96110,0x397f289e020e2ba0aa82b60fd56cc41859327082,0x62050220633afe524d98fe3fccadbeacc2b96110,0x397f289e020e2ba0aa82b60fd56cc41859327082,37.0,109782.1555538139,1650749768
0x05095942c1dfba2d716da509b9f0d8c05675e9e339c79429ae6ac688164d74c6,14643525,2022-04-23,2648,0xdbcbc399f03cfaddf331bd34e2671483531bc8d7,0x0705c8f7e8fcd99c56b220c6d1886f98be37921d,0xdbcbc399f03cfaddf331bd34e2671483531bc8d7,0x0705c8f7e8fcd99c56b220c6d1886f98be37921d,38.88,115360.27589006172,1650749720
0xab0a6ee96ea5e9bbfce1a43de5f56c995756022928899fda6fd9583b76e9c60e,14643523,2022-04-23,174,0xd7de943ca6f4f2e5b21015a04f4ac3a317f75e91,0x8f8b4759dc93ca55bd6997df719f20f581f10f5c,0xd7de943ca6f4f2e5b21015a04f4ac3a317f75e91,0x00000000a50bb64b4bbeceb18715748dface08af,39.0,115716.32612429032,1650749704
0x213f017c3361e282eccc2d02846e2cd83dec98b72f1d772d76ab16f0a8aad848,14643520,2022-04-23,8713,0x8464da2c737dfe5b55c0d4be69fa7e84eb2249be,0xdf71cb01e0efaa639459cf191f98463be4b4a438,0x8464da2c737dfe5b55c0d4be69fa7e84eb2249be,0xdf71cb01e0efaa639459cf191f98463be4b4a438,44.99,133489.1669828672,1650749652
0xcb85a655f3f8cc31d07baeb21948855d6d2a3c7f7e998b39a2f4feacdde0b7aa,14643506,2022-04-23,3133,0x0aeee934cf627d1ccfd2fceb8f434efd414285e9,0x29273917eb777b8d227e64ea423d07e6246088fd,0x0aeee934cf627d1ccfd2fceb8f434efd414285e9,0x29273917eb777b8d227e64ea423d07e6246088fd,37.0,109782.1555538139,1650749405
0x49e47226a345f866c9f7bf94b9582ff3252dabb1d9fadc89e234f330b76a6173,14643501,2022-04-23,2535,0x0a42534d061dfe6c5feffb1a37879ecc55c598a1,0xa648fc24023781f2955cece144fe8d931275209d,0x0a42534d061dfe6c5feffb1a37879ecc55c598a1,0xa648fc24023781f2955cece144fe8d931275209d,37.0,109782.1555538139,1650749332
0xb24435af9fe33cf079183426d84db7f633c773b2868cfa246b27981c7b5d5b09,14643471,2022-04-23,3198,0xd35a8e50b3c403e1b6e16f61bd348e6783d116f3,0xa98220f6dc5dfca27ff19605a0a6d3e1dde4cfe8,0xd35a8e50b3c403e1b6e16f61bd348e6783d116f3,0xa98220f6dc5dfca27ff19605a0a6d3e1dde4cfe8,43.66,129542.94355350036,1650748838
0x3538853e6aa57fbc595fad4347be4572b6eac151201f442af415bc60e02a6e23,14643462,2022-04-23,5332,0x3cd3bf7db26df10ff229fe8f8650bb9f8d05f103,0x385809f08e80693e1eda54c9524a2995483ab16e,0x3cd3bf7db26df10ff229fe8f8650bb9f8d05f103,0x385809f08e80693e1eda54c9524a2995483ab16e,37.44,111087.67307931869,1650748737
0xa748342bcd312ef9db7e0366548283697f5cea58855567ec2bafe459e1dd42bd,14643443,2022-04-23,8034,0xf56f3db1ebe934d53547bf468e519868747bce1e,0xe0b5cc21ad77df31282bcc9ca3dc8a2ee829e7b3,0xf56f3db1ebe934d53547bf468e519868747bce1e,0xe0b5cc21ad77df31282bcc9ca3dc8a2ee829e7b3,36.0,106815.07026857568,1650748466
0xca702a0ad935b4bf515b81d80f4547d21dea71660a1658a290d3e13e00cebda3,14643430,2022-04-23,2652,0xd5163727eae6868abc9f079609ae27d6c4cce30b,0xe0b5cc21ad77df31282bcc9ca3dc8a2ee829e7b3,0xd5163727eae6868abc9f079609ae27d6c4cce30b,0xe0b5cc21ad77df31282bcc9ca3dc8a2ee829e7b3,36.0,106815.07026857568,1650748347
0x0828f3ec287c5189a0eef857755e405eb172e28dcf457208daf31d7efdcda328,14643375,2022-04-23,8349,0xc10a34250a2833d3a9c2bf7130c648185e5feda5,0x2902f9d201c52d838337cce87794e6ffb2f94d9b,0xc10a34250a2833d3a9c2bf7130c648185e5feda5,0x2902f9d201c52d838337cce87794e6ffb2f94d9b,35.5,105331.52762595656,1650747670
0xb8921811ab1092d0b2c72c7305289599c207706e55ccfcc2a74d82f3e13c17f0,14643371,2022-04-23,2155,0x398cb78b02e9a0b98cdf9146c68c25655a3b050c,0xfbc3f33af3dd99d709631791741eea65eddbfa50,0x398cb78b02e9a0b98cdf9146c68c25655a3b050c,0xfbc3f33af3dd99d709631791741eea65eddbfa50,45.0,133518.8378357196,1650747546
0x13364cd7786d3b3e514257ebc2cb2758aa0a7f30c6b818fda6b7460c123f60c4,14643359,2022-04-23,1898,0xb412f82383d0f9a97e3be04598ea79cd4af96d51,0x69bab6810fa99475854bca0a3dd72ae6a0728ece,0xb412f82383d0f9a97e3be04598ea79cd4af96d51,0x69bab6810fa99475854bca0a3dd72ae6a0728ece,37.88,112393.19060482353,1650747385
0xd24e20fc4f0aef9a596f69cf820aca54bdcc6374f71410cbbe531ffa374b6888,14643358,2022-04-23,7261,0xb0b1babf19dcefbeb9018288203a61f44a4c66df,0x82d846a3386d99c4728d61f97ea1c209d18cf346,0xb0b1babf19dcefbeb9018288203a61f44a4c66df,0x82d846a3386d99c4728d61f97ea1c209d18cf346,39.66,117674.60241254752,1650747379
0x824c5149d9afad59cbd0d692fa6e247fb0b85ae246efe3047c4f198458ad9f67,14643352,2022-04-23,6133,0x460eebde20336aa615370f4b7b7a916e5656d4e6,0x5be8f739c8ea94d99b44ab0b1421889c8b99b2e1,0x460eebde20336aa615370f4b7b7a916e5656d4e6,0x5be8f739c8ea94d99b44ab0b1421889c8b99b2e1,38.99,115686.65527143794,1650747240
0xd842a751b4664913e81a3739329c3a07be81c3fa54d54412cfab348a64f69c95,14643351,2022-04-23,116,0xc3d6e933b2ced203bb1ae344d009849c686161f5,0x31ad05d24a99892064007a712005ae5fbab174f7,0xc3d6e933b2ced203bb1ae344d009849c686161f5,0x31ad05d24a99892064007a712005ae5fbab174f7,49.95,148205.90999764876,1650747215
0x6d4f8bae55167c7ff69f07003b308175d507b7f36cb98649f27b1d7ca64098e7,14643328,2022-04-23,1819,0x3c8dce7e1dd374044d07ef87bee9021ac87f75fa,0x8124c47b4c61da68c75ad78d7cb641f6f2e19fcb,0x3c8dce7e1dd374044d07ef87bee9021ac87f75fa,0x8124c47b4c61da68c75ad78d7cb641f6f2e19fcb,34.8,103254.5679262898,1650746939
0xc8c4a9e93acb3f38800b76f837776c2bf6b9070e9dcde8fafb8922184961b6a8,14643303,2022-04-23,1453,0xf9a8da5432f2f4053f131f70cf63cecd08f142ab,0xdb110db62d9789218b2223183db7e7fab9c5a781,0xf9a8da5432f2f4053f131f70cf63cecd08f142ab,0xdb110db62d9789218b2223183db7e7fab9c5a781,65.0,192860.54354048384,1650746642
0x6e7d2dc814ede512010c2b4c47ca2d8a820ddbfcbae2237c9da7e65f6c675231,14643297,2022-04-23,7668,0x1850dd8fb9323b01c340d0eb1da1ec16cc8ee1a2,0x54a9411c60a38054858ef227c3201e579bac5ff9,0x1850dd8fb9323b01c340d0eb1da1ec16cc8ee1a2,0x54a9411c60a38054858ef227c3201e579bac5ff9,39.0,115716.32612429032,1650746522
0xfc629d8098ca8ff87fd31fef028d6ee2aaeeccaeacf82472b7a6805d307a71da,14643296,2022-04-23,9077,0x799e4ef77c590156df42dfabcfeee43d8193bc71,0xe0c0c2884f6d4b6e9a92a948762e57c63b7dbc09,0x799e4ef77c590156df42dfabcfeee43d8193bc71,0xe0c0c2884f6d4b6e9a92a948762e57c63b7dbc09,34.0,100880.89969809924,1650746513
0xb837f6d27411810ba76d4f09450fba8a11eccb7dac8bb53ee333957c8c4e0458,14643276,2022-04-23,7516,0x799e4ef77c590156df42dfabcfeee43d8193bc71,0x4fcd164b7316fc3cb6d89c1e941591b0cf06c97a,0x799e4ef77c590156df42dfabcfeee43d8193bc71,0x4fcd164b7316fc3cb6d89c1e941591b0cf06c97a,34.0,100880.89969809924,1650746284
0x67a8a474c659ec1990e29d7988124da260f52e0c5a486425c965798f44d1a8a8,14643262,2022-04-23,3129,0xaffc71a42b00dfabfa7fc815536d07636dabd046,0x3566b161d8231ba81f4e6b4fbc9ad0b7495bb6d2,0xaffc71a42b00dfabfa7fc815536d07636dabd046,0x3566b161d8231ba81f4e6b4fbc9ad0b7495bb6d2,36.0,106815.07026857568,1650746156
0x64c911cf23351452580907044098fadea074c6fbfff3f769474bcf75a1e48d83,14643247,2022-04-23,1932,0x6192a758e431051f28e27ecff388ff99ee998f2e,0x905d13367f3bb940072a133c81563f1b1a6779ad,0x6192a758e431051f28e27ecff388ff99ee998f2e,0x905d13367f3bb940072a133c81563f1b1a6779ad,40.0,118683.41140952852,1650745918
0xf5728ed05e29da16e666352407e33fe0f61fbd63a178b631356e804f4e220c12,14643227,2022-04-23,8193,0x8f8b4759dc93ca55bd6997df719f20f581f10f5c,0x03009898ffd3361bb6b02b77d655f196ec82865e,0x8f8b4759dc93ca55bd6997df719f20f581f10f5c,0x03009898ffd3361bb6b02b77d655f196ec82865e,34.0,100880.89969809924,1650745688
0xea1fcb8e2e6e51b28bc4776fe51dd1f37baedd168d0d83244d20deaa0eb4788e,14643219,2022-04-23,2823,0xf022e7a460d088a06f94cde6e0d01b6d5ab77c44,0x03009898ffd3361bb6b02b77d655f196ec82865e,0xf022e7a460d088a06f94cde6e0d01b6d5ab77c44,0x03009898ffd3361bb6b02b77d655f196ec82865e,34.0,100880.89969809924,1650745579
0x83ea0ce157071736524a0896342a2bbf9bc699bbc02dc284b4a7fca0e58024fa,14643209,2022-04-23,9592,0x671c000aa98667506a2232737b3349c17ab82f60,0x01daf0e44a0f7f5a0e9201771f94fdd476ea1ab3,0x671c000aa98667506a2232737b3349c17ab82f60,0x01daf0e44a0f7f5a0e9201771f94fdd476ea1ab3,39.12,116072.37635851889,1650745422
0x8fffbc7d0dbb792db87d9ad087e7057c65f14b0882f41fb6b6e9df6f4111fa05,14643155,2022-04-23,9536,0x6449bbb550f1049236d803f0e43759999b9a2bee,0x92ce369150a255cc78a96d8320d17e547936df7d,0x6449bbb550f1049236d803f0e43759999b9a2bee,0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2,36.0,106815.07026857568,1650744712
0x8fffbc7d0dbb792db87d9ad087e7057c65f14b0882f41fb6b6e9df6f4111fa05,14643155,2022-04-23,4143,0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2,0x92ce369150a255cc78a96d8320d17e547936df7d,0x6449bbb550f1049236d803f0e43759999b9a2bee,0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2,36.0,106815.07026857568,1650744712
0x13127a14d4e99339a165eb1e5094bf5eeeb33552ed593ef3d9c346b8bd609144,14643150,2022-04-23,3268,0xd17760ecfa99f70aba7128961b8f87eb8d970d1a,0xc8c722aea0ee061bd1b896058b95ba2be11a6644,0xd17760ecfa99f70aba7128961b8f87eb8d970d1a,0x00000000a50bb64b4bbeceb18715748dface08af,48.68,144437.7116853962,1650744688
0x7e4dc8d1b8f732a272996a2f3b77d41ee69e130a6ee5558e03c1a6061bc71e56,14643138,2022-04-23,375,0x0578aa0595e0c83530dcde1d7a339479bfe6b0b7,0x3dc761bd2aeda9eb16c6b13cba359942a1bb2278,0x0578aa0595e0c83530dcde1d7a339479bfe6b0b7,0x3dc761bd2aeda9eb16c6b13cba359942a1bb2278,48.99,145357.50812382007,1650744541
0xbb08258082dbc83237d94f4ab7b0f5ec67b943e9cbeb1315bad51fca6ffc9392,14643125,2022-04-23,9417,0x0a42534d061dfe6c5feffb1a37879ecc55c598a1,0xda6bf1dc76d4f166472cf329ead6a19d19be72aa,0x0a42534d061dfe6c5feffb1a37879ecc55c598a1,0xda6bf1dc76d4f166472cf329ead6a19d19be72aa,38.0,112749.2408390521,1650744402
0x6e4599a2e109e1d54b53b4f7bf8050ef9ba6240b62f3f7d6000eec8d30531518,14643108,2022-04-23,6595,0xba98ef31cf6fa06cfa5489f73e2ec94bb1319b9c,0xda6bf1dc76d4f166472cf329ead6a19d19be72aa,0xba98ef31cf6fa06cfa5489f73e2ec94bb1319b9c,0xda6bf1dc76d4f166472cf329ead6a19d19be72aa,35.5,105331.52762595656,1650744114
0x194c5086a9893dad91ac72e0bb333662f0631fb6ccaaa8511f3edf5da352efcb,14643079,2022-04-23,5569,0x460eebde20336aa615370f4b7b7a916e5656d4e6,0x259b7d1b4e887e4600071e743b19f605ad32f4ca,0x460eebde20336aa615370f4b7b7a916e5656d4e6,0x259b7d1b4e887e4600071e743b19f605ad32f4ca,34.99,103818.31413048509,1650743696
0x226fb4a7aef791c66aec3f1fa39f2625c6caec246cdf3a7eefb469e9ae953922,14643029,2022-04-23,1889,0xf9a8da5432f2f4053f131f70cf63cecd08f142ab,0x1a5e02a0a85118c3382fa3c161cb78110f97299a,0xf9a8da5432f2f4053f131f70cf63cecd08f142ab,0x00000000a50bb64b4bbeceb18715748dface08af,33.5,99397.35705548014,1650743063
0x7bfcc12a5e819a9c895b77955c54e22668c0cd68c013ac6a03496ab862a4c171,14643012,2022-04-23,3988,0xc343b96d534ec8144f212a689d619d4571283219,0xf7c8aa7a92fe7b9df232f096c27912f87720986e,0xc343b96d534ec8144f212a689d619d4571283219,0xf7c8aa7a92fe7b9df232f096c27912f87720986e,57.0,169123.86125857814,1650742891
0x0041dbac37ecf207bf7081e4e79861d2dbe45587c08ef4ae7ebbbbd98c8bd856,14642994,2022-04-23,4256,0x477e48e68cd3fd5c6233350e13fd502a2cbef041,0xa8ee3e3c264d6034147fa1f21d691bac393c7d94,0x477e48e68cd3fd5c6233350e13fd502a2cbef041,0xa8ee3e3c264d6034147fa1f21d691bac393c7d94,33.0,97913.81441286104,1650742703
0x8023398650b50d14ad5269af08cabef40cffb3333a99ad829df172e9637597bf,14642955,2022-04-23,5200,0x18799f860f9adb26e076d581603037f79342e0c0,0x625a840144253a7dcb638de03454d6f281616ed3,0x18799f860f9adb26e076d581603037f79342e0c0,0x625a840144253a7dcb638de03454d6f281616ed3,35.69,105895.27383015184,1650742260
0x3119f9d5a0fd552bbf8369d68422b8b20b6c6058581f8b54137cf77e6088f5eb,14642937,2022-04-23,7773,0x1b1c218d0d6e6854485b6b4b7a2bb733d1fdf433,0x3d91c40508c855d0b7657d71a908382f9478e3c9,0x1b1c218d0d6e6854485b6b4b7a2bb733d1fdf433,0x3d91c40508c855d0b7657d71a908382f9478e3c9,33.0,97913.81441286104,1650741988
0xac42254f796e59f2fdf6cb1f6749893578a4812146b791e95ed2190e6754362a,14642933,2022-04-23,7526,0xed5feb1ed6c3032e5dc31cc0700fb1b4be831a20,0x95d42fccec925dd541469846c73143c698bb70d7,0xed5feb1ed6c3032e5dc31cc0700fb1b4be831a20,0x95d42fccec925dd541469846c73143c698bb70d7,33.0,97913.81441286104,1650741910
0xf3f0fcecfae20b7489be64a1bc1a9c88eb78ca5a83fa4dea7ab6156130562866,14642923,2022-04-23,7874,0x1d2c4cd9bee9dfe088430b95d274e765151c32db,0x5be8f739c8ea94d99b44ab0b1421889c8b99b2e1,0x1d2c4cd9bee9dfe088430b95d274e765151c32db,0x5be8f739c8ea94d99b44ab0b1421889c8b99b2e1,32.9,97617.1058843372,1650741741
0x972ad844a59a2dc664dff8755f3ec5945c5cd1db5f05c5db3ba5eb1babffe010,14642911,2022-04-23,842,0x397f289e020e2ba0aa82b60fd56cc41859327082,0x2187f16f2d82da53581a2f48ebcffd415d68c997,0x397f289e020e2ba0aa82b60fd56cc41859327082,0x00000000a50bb64b4bbeceb18715748dface08af,31.99,94917.05827477045,1650741584
0x75325b5959d758c07c0cd0f1378be3af0fe3a536d9f2c21024ab52a0f439c006,14642905,2022-04-23,9726,0x4db0827b045a48c7b4ef7df896fe2553bd35a95d,0x337134f0b6948a9ad7493fba788cb2e44dbc3cca,0x4db0827b045a48c7b4ef7df896fe2553bd35a95d,0x337134f0b6948a9ad7493fba788cb2e44dbc3cca,39.0,115716.32612429032,1650741540
0xf7ee0bf1fcbbed05956aba0c1fbc0b1f55fa853364aa14ec94b8becf06c2c3a5,14642898,2022-04-23,4275,0xde03b85f9b205a83a3741196bfbafa02eb6bb797,0x54b174179ae825ed630da40b625bb3c883cd40ae,0xde03b85f9b205a83a3741196bfbafa02eb6bb797,0x54b174179ae825ed630da40b625bb3c883cd40ae,31.95,94798.3748633609,1650741438
0x8f1586cebe236526da05038ce983b3429cf18314d4274b4a3e8a902dcb57ffaf,14642892,2022-04-23,6573,0x58b8c35afa8916a80432e8bc121ddd63bfba7d41,0x2c8875f34ceb219f61b7453b2c5f100ec2f6ed33,0x58b8c35afa8916a80432e8bc121ddd63bfba7d41,0x2c8875f34ceb219f61b7453b2c5f100ec2f6ed33,32.0,94946.72912762282,1650741366
0x9ade84a601224e0d7760fa2f5e999eb494c2333aab25d80974aa1e25237c1f3b,14642869,2022-04-23,5965,0xbeb86c964f9a5ba0663b4b9091a0d4b9c1389f68,0x7a9fe22691c811ea339d9b73150e6911a5343dca,0xbeb86c964f9a5ba0663b4b9091a0d4b9c1389f68,0x7a9fe22691c811ea339d9b73150e6911a5343dca,32.0,94946.72912762282,1650740997
0x89c4f34486443b79f62316fe4fd5843c95570b3f46ee72508ce0dc63bd8292db,14642864,2022-04-23,5724,0x76fa9941c587eb4309a576496f4d4e7d48d12f2d,0xc0728553cb34a11728cbf02e4e888b2180b7e16c,0x76fa9941c587eb4309a576496f4d4e7d48d12f2d,0xc0728553cb34a11728cbf02e4e888b2180b7e16c,33.0,97913.81441286104,1650740926
0xc6df94716f6f9d0ec85300aef67caa032023aa46341f1ef0aee60e1e14dc3197,14642804,2022-04-23,8978,0xbff231712560ae7a8773a3969f247ba85359664d,0xc76500e35f338eceab8845206c5793ba3e3041b6,0xbff231712560ae7a8773a3969f247ba85359664d,0xc76500e35f338eceab8845206c5793ba3e3041b6,59.9,177728.40858576895,1650740210
0xb934711daa84c538d930042a06d9f496faf9540852e574db1b50285c5b0ed255,14642803,2022-04-23,7536,0xd19440c61a5936368c8213d4846b6ae98d2c346e,0x26f2755277456917544ed13592a807f356075006,0xd19440c61a5936368c8213d4846b6ae98d2c346e,0x26f2755277456917544ed13592a807f356075006,33.0,97913.81441286104,1650740200
0x19482b7c563bc2d746cb7060fcd1dc0246da716440a81244889cf98cf7c6e01e,14642773,2022-04-23,9621,0xf8825d4530cce266619dafc2b7f4c500df370ba6,0xf92401340ed17631dc7b23d7d7a5683a8bd18003,0xf8825d4530cce266619dafc2b7f4c500df370ba6,0xf92401340ed17631dc7b23d7d7a5683a8bd18003,32.0,94946.72912762282,1650739711
0x2ccac0220f636bc8e878df634db84f38e70192a77041d1608fea11c7d3b1e4f5,14642772,2022-04-23,7183,0x51b7e11f5b5a8b3a93d1132b3d32fa2038c8f1ca,0xbace1e5f9cb38f56fa8b096e3fe940d9c34d189d,0x51b7e11f5b5a8b3a93d1132b3d32fa2038c8f1ca,0xbace1e5f9cb38f56fa8b096e3fe940d9c34d189d,35.0,103847.98498333746,1650739687
0xf3ec38f4dfac08927457167ea875cddbef55aca429a86493232861d77988ef97,14642770,2022-04-23,501,0x904d27d0743bfcff6f6a39b885d25cd461c32f9a,0x9ade3067e2f6e9915d0f276687877fbe1515a006,0x904d27d0743bfcff6f6a39b885d25cd461c32f9a,0x9ade3067e2f6e9915d0f276687877fbe1515a006,31.5,93463.18648500372,1650739636
