asset_id,attribute_count,attribute_count_rarity_score,Eyes_attribute,Eyes_rarity_score,Headwear_attribute,Headwear_rarity_score,Body_attribute,Body_rarity_score,Feathers_attribute,Feathers_rarity_score,Background_attribute,Background_rarity_score,Beak_attribute,Beak_rarity_score,Outerwear_attribute,Outerwear_rarity_score,Eyewear_attribute,Eyewear_rarity_score,overall_rarity_score
11,5,4.861448711716092,Rainbow,53.475935828877,,3.3795201081446433,Crescent,2.826455624646693,Blue,9.40733772342427,Pink,6.218905472636816,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,88.79581425201758
12,7,7.917656373713381,,7.8125,Chromie,172.41379310344828,Robot,66.66666666666667,Metal,66.66666666666667,Yellow,5.991611743559018,Small,2.372479240806643,Punk Jacket,34.84320557491289,Visor,74.6268656716418,439.3114450414153
13,5,4.861448711716092,,7.8125,,3.3795201081446433,Guardian,13.157894736842106,Black,9.057971014492754,Green,5.73394495412844,Short,2.4102193299590264,,1.2032246420406691,Gazelles,58.47953216374269,106.09625566106642
14,7,7.917656373713381,Open,4.244482173174872,Lincoln,37.87878787878788,Crescent,2.826455624646693,Red,5.4288816503800215,Pink,6.218905472636816,Small,2.372479240806643,Gold Chain,42.016806722689076,,1.2195121951219512,110.12396733195732
15,6,1.51285930408472,Angry,7.326007326007326,Skully,28.011204481792713,Golden,400.0,Legendary Emperor,1111.111111111111,Gray,6.013229104028864,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,1558.7696274049938
16,6,1.51285930408472,Open,4.244482173174872,Captain's Cap,49.504950495049506,Crescent,2.826455624646693,Blue,9.40733772342427,Pink,6.218905472636816,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,78.54794696013852
17,6,1.51285930408472,Rainbow,53.475935828877,Headphones,55.55555555555556,Stark,7.042253521126761,White,11.299435028248588,Purple,6.038647342995169,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,139.7199026588571
18,5,4.861448711716092,Discerning,7.942811755361397,,3.3795201081446433,Guardian,13.157894736842106,White,11.299435028248588,Blue,6.112469437652812,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,55.379790560537685
19,5,4.861448711716092,Fire,56.17977528089888,,3.3795201081446433,Guardian,13.157894736842106,Brown,6.958942240779402,Purple,6.038647342995169,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,99.20243920394834
20,6,1.51285930408472,,7.8125,Fire,30.769230769230766,Tabby,8.695652173913043,Brown,6.958942240779402,Pink,6.218905472636816,Long,6.203473945409429,,1.2032246420406691,3D Glasses,81.96721311475409,151.34200166284893
21,5,4.861448711716092,Discerning,7.942811755361397,,3.3795201081446433,Brave,14.388489208633093,White,11.299435028248588,Purple,6.038647342995169,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,52.70556823306824
22,5,4.861448711716092,Moon,58.8235294117647,,3.3795201081446433,Emperor,32.362459546925564,Black,9.057971014492754,Pink,6.218905472636816,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,119.5367904328022
23,6,1.51285930408472,,7.8125,Moon Hat,26.109660574412533,Stark,7.042253521126761,Brown,6.958942240779402,Blue,6.112469437652812,Short,2.4102193299590264,,1.2032246420406691,Black-rimmed Glasses,62.11180124223603,121.27393029229195
24,5,4.861448711716092,Discerning,7.942811755361397,,3.3795201081446433,Guardian,13.157894736842106,Pink,20.0,Green,5.73394495412844,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,59.90857643331432
25,6,1.51285930408472,Diamond,60.6060606060606,Raincloud,39.0625,Crescent,2.826455624646693,Brown,6.958942240779402,Blue,6.112469437652812,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,121.91224338034587
26,6,1.51285930408472,Side-eye,8.257638315441783,Forest Ranger,67.56756756756756,Stark,7.042253521126761,Gray,8.16326530612245,Blue,6.112469437652812,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,107.28226423456815
27,6,1.51285930408472,Discerning,7.942811755361397,Headband,40.0,Crescent,2.826455624646693,Brown,6.958942240779402,Purple,6.038647342995169,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,70.11267243498901
28,6,1.51285930408472,Discerning,7.942811755361397,Fire,30.769230769230766,Tabby,8.695652173913043,Pink,20.0,Yellow,5.991611743559018,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,79.74512191327058
29,6,1.51285930408472,Relaxed,7.94912559618442,Raincloud,39.0625,Tabby,8.695652173913043,Black,9.057971014492754,Green,5.73394495412844,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,76.80726912077265
30,6,1.51285930408472,Discerning,7.942811755361397,Beanie,40.16064257028113,Crescent,2.826455624646693,Blue,9.40733772342427,Purple,6.038647342995169,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,72.68397039876263
31,6,1.51285930408472,Discerning,7.942811755361397,Witch's Hat,54.6448087431694,Crescent,2.826455624646693,White,11.299435028248588,Pink,6.218905472636816,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,89.27823209526927
32,6,1.51285930408472,Open,4.244482173174872,,3.3795201081446433,Professor,18.181818181818183,Gray,8.16326530612245,Blue,6.112469437652812,Small,2.372479240806643,,1.2032246420406691,Half-moon Spectacles,133.33333333333334,178.50345172717834
33,6,1.51285930408472,Relaxed,7.94912559618442,Moon Hat,26.109660574412533,Stark,7.042253521126761,Brown,6.958942240779402,Purple,6.038647342995169,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,60.40670465755226
34,5,4.861448711716092,Side-eye,8.257638315441783,,3.3795201081446433,Professor,18.181818181818183,White,11.299435028248588,Pink,6.218905472636816,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,57.03172198512775
35,5,4.861448711716092,Discerning,7.942811755361397,,3.3795201081446433,Emperor,32.362459546925564,Gray,8.16326530612245,Purple,6.038647342995169,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,71.37436355383736
36,7,7.917656373713381,Open,4.244482173174872,Forest Ranger,67.56756756756756,Robot,66.66666666666667,Metal,66.66666666666667,Pink,6.218905472636816,Short,2.4102193299590264,,1.2032246420406691,Big Tech,79.36507936507937,302.26046825750507
37,6,1.51285930408472,,7.8125,Halo,43.859649122807014,Skeleton,66.66666666666667,Bone,66.66666666666667,Yellow,5.991611743559018,Long,6.203473945409429,,1.2032246420406691,Sunglasses,57.4712643678161,257.3879164590503
38,7,7.917656373713381,Relaxed,7.94912559618442,Queen's Crown,48.309178743961354,Guardian,13.157894736842106,Red,5.4288816503800215,Pink,6.218905472636816,Short,2.4102193299590264,Bomber Jacket,81.30081300813008,,1.2195121951219512,173.91218710692917
39,6,1.51285930408472,Open,4.244482173174872,Tiara,58.47953216374269,Guardian,13.157894736842106,Black,9.057971014492754,Green,5.73394495412844,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,100.81289512903763
40,6,1.51285930408472,Discerning,7.942811755361397,Moon Hat,26.109660574412533,Crescent,2.826455624646693,Blue,9.40733772342427,Yellow,5.991611743559018,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,58.62369289261027
41,6,1.51285930408472,Rainbow,53.475935828877,Flower,95.23809523809523,Tranquil,10.111223458038422,Gray,8.16326530612245,Purple,6.038647342995169,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,183.16623726078504
42,6,1.51285930408472,Heart,55.865921787709496,Cowboy Hat,45.87155963302752,Crescent,2.826455624646693,Black,9.057971014492754,Pink,6.218905472636816,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,126.14888891456727
43,7,7.917656373713381,Open,4.244482173174872,Captain's Cap,49.504950495049506,Sage,46.51162790697675,Red,5.4288816503800215,Yellow,5.991611743559018,Short,2.4102193299590264,Diamond Necklace,53.191489361702125,,1.2195121951219512,176.42043122963665
44,7,7.917656373713381,Adorable,25.510204081632654,Hero's Cap,83.33333333333333,Crescent,2.826455624646693,White,11.299435028248588,Purple,6.038647342995169,Small,2.372479240806643,Hero's Tunic,83.33333333333333,,1.2195121951219512,223.85105655383174
45,5,4.861448711716092,Discerning,7.942811755361397,,3.3795201081446433,Guardian,13.157894736842106,Red,5.4288816503800215,Yellow,5.991611743559018,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,45.595124873124924
46,5,4.861448711716092,Discerning,7.942811755361397,,3.3795201081446433,Stark,7.042253521126761,Red,5.4288816503800215,Blue,6.112469437652812,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,39.56260126235098
47,6,1.51285930408472,Rainbow,53.475935828877,Dancing Flame,80.0,Tranquil,10.111223458038422,Red,5.4288816503800215,Yellow,5.991611743559018,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,161.35346815206083
48,6,1.51285930408472,Side-eye,8.257638315441783,Crescent Talisman,59.523809523809526,Brave,14.388489208633093,Brown,6.958942240779402,Pink,6.218905472636816,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,101.69360023250698
49,6,1.51285930408472,Open,4.244482173174872,,3.3795201081446433,Brave,14.388489208633093,White,11.299435028248588,Gray,6.013229104028864,Small,2.372479240806643,Hoodie Down,33.898305084745765,,1.2195121951219512,78.32831144698915
50,6,1.51285930408472,Side-eye,8.257638315441783,,3.3795201081446433,Tranquil,10.111223458038422,Purple,8.912655971479502,Yellow,5.991611743559018,Short,2.4102193299590264,Gold Chain,42.016806722689076,,1.2195121951219512,83.81204714851815
51,6,1.51285930408472,Angry,7.326007326007326,Skully,28.011204481792713,Crescent,2.826455624646693,Red,5.4288816503800215,Pink,6.218905472636816,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,59.95052464212033
52,6,1.51285930408472,Discerning,7.942811755361397,Moon Hat,26.109660574412533,Crescent,2.826455624646693,Red,5.4288816503800215,Gray,6.013229104028864,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,58.46010879548627
53,6,1.51285930408472,Relaxed,7.94912559618442,Tiara,58.47953216374269,Guardian,13.157894736842106,Gray,8.16326530612245,Blue,6.112469437652812,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,100.20810271175084
54,7,7.917656373713381,Angry,7.326007326007326,Karate Band,42.918454935622314,Stark,7.042253521126761,Pink,20.0,Green,5.73394495412844,Short,2.4102193299590264,Hoodie Down,33.898305084745765,,1.2195121951219512,128.46635372042496
55,6,1.51285930408472,Open,4.244482173174872,Lincoln,37.87878787878788,Stark,7.042253521126761,Purple,8.912655971479502,Purple,6.038647342995169,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,74.25589697422096
56,7,7.917656373713381,Open,4.244482173174872,Dancing Flame,80.0,Crescent,2.826455624646693,Red,5.4288816503800215,Pink,6.218905472636816,Small,2.372479240806643,Bomber Jacket,81.30081300813008,,1.2195121951219512,191.52918573861047
57,5,4.861448711716092,,7.8125,,3.3795201081446433,Brave,14.388489208633093,Green,22.321428571428573,Green,5.73394495412844,Small,2.372479240806643,,1.2032246420406691,Sunglasses,57.4712643678161,119.54429980471424
58,5,4.861448711716092,Open,4.244482173174872,,3.3795201081446433,Professor,18.181818181818183,Red,5.4288816503800215,Yellow,5.991611743559018,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,46.88297864676209
59,5,4.861448711716092,,7.8125,,3.3795201081446433,Sage,46.51162790697675,White,11.299435028248588,Green,5.73394495412844,Small,2.372479240806643,,1.2032246420406691,Jobs Glasses,53.475935828877,136.65011642093882
60,6,1.51285930408472,Open,4.244482173174872,Space Helmet,39.37007874015748,Stark,7.042253521126761,Red,5.4288816503800215,Gray,6.013229104028864,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,68.44474066007436
61,5,4.861448711716092,Angry,7.326007326007326,,3.3795201081446433,Tabby,8.695652173913043,Red,5.4288816503800215,Yellow,5.991611743559018,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,40.516077880841785
62,5,4.861448711716092,Relaxed,7.94912559618442,,3.3795201081446433,Crescent,2.826455624646693,Red,5.4288816503800215,Pink,6.218905472636816,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,35.459553241677945
63,6,1.51285930408472,Relaxed,7.94912559618442,Halo,43.859649122807014,Professor,18.181818181818183,Gray,8.16326530612245,Green,5.73394495412844,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,90.1958785431145
64,6,1.51285930408472,,7.8125,Moon Hat,26.109660574412533,Skeleton,66.66666666666667,Bone,66.66666666666667,Pink,6.218905472636816,Long,6.203473945409429,,1.2032246420406691,Rose-Colored Glasses,58.47953216374269,240.8734894356602
65,6,1.51285930408472,Rainbow,53.475935828877,Moon Hat,26.109660574412533,Stark,7.042253521126761,Brown,6.958942240779402,Gray,6.013229104028864,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,105.94583674043093
66,5,4.861448711716092,Angry,7.326007326007326,,3.3795201081446433,Tranquil,10.111223458038422,Gray,8.16326530612245,Green,5.73394495412844,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,44.408366031279016
67,6,1.51285930408472,Side-eye,8.257638315441783,Beanie,40.16064257028113,Crescent,2.826455624646693,Green,22.321428571428573,Purple,6.038647342995169,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,85.9506278959997
68,6,1.51285930408472,Relaxed,7.94912559618442,Skully,28.011204481792713,Professor,18.181818181818183,Purple,8.912655971479502,Purple,6.038647342995169,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,75.40152695632398
69,6,1.51285930408472,Discerning,7.942811755361397,,3.3795201081446433,Professor,18.181818181818183,Brown,6.958942240779402,Green,5.73394495412844,Short,2.4102193299590264,,1.2032246420406691,Monocle,73.52941176470588,120.85275228102236
70,6,1.51285930408472,Moon,58.8235294117647,Bucket Hat,68.9655172413793,Crescent,2.826455624646693,Black,9.057971014492754,Gray,6.013229104028864,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,155.82577248296906
71,7,7.917656373713381,Adorable,25.510204081632654,Queen's Crown,48.309178743961354,Stark,7.042253521126761,White,11.299435028248588,Yellow,5.991611743559018,Small,2.372479240806643,Bomber Jacket,81.30081300813008,,1.2195121951219512,190.96314393630044
72,5,4.861448711716092,Discerning,7.942811755361397,,3.3795201081446433,Brave,14.388489208633093,Pink,20.0,Blue,6.112469437652812,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,61.51769538862968
73,5,4.861448711716092,Relaxed,7.94912559618442,,3.3795201081446433,Guardian,13.157894736842106,Black,9.057971014492754,Green,5.73394495412844,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,48.93512119947771
74,6,1.51285930408472,,7.8125,Grail,56.81818181818181,Guardian,13.157894736842106,Gray,8.16326530612245,Yellow,5.991611743559018,Small,2.372479240806643,,1.2032246420406691,Black-rimmed Glasses,62.11180124223603,159.14381803387346
75,5,4.861448711716092,Side-eye,8.257638315441783,,3.3795201081446433,Tranquil,10.111223458038422,Red,5.4288816503800215,Yellow,5.991611743559018,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,42.825540065249236
76,7,7.917656373713381,Angry,7.326007326007326,Crescent Talisman,59.523809523809526,Tabby,8.695652173913043,Purple,8.912655971479502,Green,5.73394495412844,Long,6.203473945409429,Bomber Jacket,81.30081300813008,,1.2195121951219512,186.8335254717127
77,6,1.51285930408472,Relaxed,7.94912559618442,,3.3795201081446433,Crescent,2.826455624646693,Purple,8.912655971479502,Yellow,5.991611743559018,Small,2.372479240806643,Hoodie Down,33.898305084745765,,1.2195121951219512,68.06252486877335
78,6,1.51285930408472,Discerning,7.942811755361397,Pirate's Hat,57.14285714285714,Crescent,2.826455624646693,Blue,9.40733772342427,Purple,6.038647342995169,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,89.70392506049103
79,6,1.51285930408472,Adorable,25.510204081632654,Crescent Talisman,59.523809523809526,Stark,7.042253521126761,Gray,8.16326530612245,Yellow,5.991611743559018,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,112.5392195583044
80,6,1.51285930408472,Open,4.244482173174872,Wizard's Hat,53.475935828877,Crescent,2.826455624646693,Blue,9.40733772342427,Gray,6.013229104028864,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,82.31325592535806
81,6,1.51285930408472,Diamond,60.6060606060606,Skully,28.011204481792713,Brave,14.388489208633093,Purple,8.912655971479502,Blue,6.112469437652812,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,124.37669517682508
82,5,4.861448711716092,Angry,7.326007326007326,,3.3795201081446433,Brave,14.388489208633093,Black,9.057971014492754,Blue,6.112469437652812,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,49.958861973768364
83,5,4.861448711716092,Relaxed,7.94912559618442,,3.3795201081446433,Tabby,8.695652173913043,Gray,8.16326530612245,Green,5.73394495412844,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,43.61591301733073
84,7,7.917656373713381,Relaxed,7.94912559618442,Captain's Cap,49.504950495049506,Stark,7.042253521126761,Red,5.4288816503800215,Green,5.73394495412844,Small,2.372479240806643,Jean Jacket,52.35602094240838,,1.2195121951219512,139.52482496891952
85,5,4.861448711716092,Relaxed,7.94912559618442,,3.3795201081446433,Tranquil,10.111223458038422,Purple,8.912655971479502,Blue,6.112469437652812,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,46.15939945033754
86,5,4.861448711716092,Diamond,60.6060606060606,,3.3795201081446433,Crescent,2.826455624646693,Brown,6.958942240779402,Purple,6.038647342995169,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,89.46629071231186
87,5,4.861448711716092,Angry,7.326007326007326,,3.3795201081446433,Guardian,13.157894736842106,Pink,20.0,Green,5.73394495412844,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,63.08502661941065
88,6,1.51285930408472,Open,4.244482173174872,Tiny Crown,55.55555555555556,Crescent,2.826455624646693,Purple,8.912655971479502,Yellow,5.991611743559018,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,87.6698311550724
89,6,1.51285930408472,Discerning,7.942811755361397,Tiny Crown,55.55555555555556,Stark,7.042253521126761,Gray,8.16326530612245,Green,5.73394495412844,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,90.7459064743486
90,6,1.51285930408472,Open,4.244482173174872,Skully,28.011204481792713,Tranquil,10.111223458038422,Blue,9.40733772342427,Blue,6.112469437652812,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,64.19479265613707
91,6,1.51285930408472,Side-eye,8.257638315441783,Space Helmet,39.37007874015748,Guardian,13.157894736842106,White,11.299435028248588,Blue,6.112469437652812,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,84.54333172954912
92,5,4.861448711716092,Open,4.244482173174872,,3.3795201081446433,Sage,46.51162790697675,Red,5.4288816503800215,Blue,6.112469437652812,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,75.33364606601444
93,6,1.51285930408472,Open,4.244482173174872,Headphones,55.55555555555556,Crescent,2.826455624646693,Blue,9.40733772342427,Purple,6.038647342995169,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,84.41829389100292
94,6,1.51285930408472,Discerning,7.942811755361397,Bucket Hat,68.9655172413793,Crescent,2.826455624646693,Blue,9.40733772342427,Yellow,5.991611743559018,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,101.44180947042466
95,7,7.917656373713381,Angry,7.326007326007326,Hero's Cap,83.33333333333333,Crescent,2.826455624646693,White,11.299435028248588,Gray,6.013229104028864,Small,2.372479240806643,Hero's Tunic,83.33333333333333,,1.2195121951219512,205.64144155924012
96,6,1.51285930408472,,7.8125,Fire,30.769230769230766,Crescent,2.826455624646693,Purple,8.912655971479502,Gray,6.013229104028864,Short,2.4102193299590264,,1.2032246420406691,Black-rimmed Glasses,62.11180124223603,123.57217598770626
97,5,4.861448711716092,,7.8125,,3.3795201081446433,Emperor,32.362459546925564,Brown,6.958942240779402,Green,5.73394495412844,Small,2.372479240806643,,1.2032246420406691,Rose-Colored Glasses,58.47953216374269,123.16405160828414
98,6,1.51285930408472,Adorable,25.510204081632654,Backwards Hat,42.37288135593221,Crescent,2.826455624646693,Red,5.4288816503800215,Gray,6.013229104028864,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,88.49746728782681
99,6,1.51285930408472,Fire,56.17977528089888,Captain's Cap,49.504950495049506,Crescent,2.826455624646693,Green,22.321428571428573,Pink,6.218905472636816,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,147.19058553131725
100,6,1.51285930408472,,7.8125,Halo,43.859649122807014,Tabby,8.695652173913043,Brown,6.958942240779402,Yellow,5.991611743559018,Small,2.372479240806643,,1.2032246420406691,Sunglasses,57.4712643678161,135.8781828358066
101,6,1.51285930408472,Side-eye,8.257638315441783,Forest Ranger,67.56756756756756,Tabby,8.695652173913043,Black,9.057971014492754,Gray,6.013229104028864,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,109.73112826210078
102,6,1.51285930408472,Side-eye,8.257638315441783,Raincloud,39.0625,Crescent,2.826455624646693,Red,5.4288816503800215,Purple,6.038647342995169,Long,6.203473945409429,,1.2032246420406691,,1.2195121951219512,71.75319302012043
103,7,7.917656373713381,Relaxed,7.94912559618442,Beanie,40.16064257028113,Crescent,2.826455624646693,Purple,8.912655971479502,Blue,6.112469437652812,Short,2.4102193299590264,Diamond Necklace,53.191489361702125,,1.2195121951219512,130.70022646074102
104,7,7.917656373713381,Open,4.244482173174872,,3.3795201081446433,Crescent,2.826455624646693,Gray,8.16326530612245,Pink,6.218905472636816,Small,2.372479240806643,Punk Jacket,34.84320557491289,Half-moon Spectacles,133.33333333333334,203.29930320749173
105,6,1.51285930408472,,7.8125,Space Helmet,39.37007874015748,Tranquil,10.111223458038422,Blue,9.40733772342427,Yellow,5.991611743559018,Small,2.372479240806643,,1.2032246420406691,Aviators,70.4225352112676,148.2038500633788
106,6,1.51285930408472,Discerning,7.942811755361397,Space Helmet,39.37007874015748,Stark,7.042253521126761,Brown,6.958942240779402,Pink,6.218905472636816,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,73.84106711211584
107,6,1.51285930408472,Open,4.244482173174872,Mohawk (Pink),51.81347150259067,Crescent,2.826455624646693,Brown,6.958942240779402,Green,5.73394495412844,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,77.88537187737407
108,6,1.51285930408472,Discerning,7.942811755361397,Queen's Crown,48.309178743961354,Guardian,13.157894736842106,Purple,8.912655971479502,Yellow,5.991611743559018,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,90.65996842240975
109,6,1.51285930408472,Discerning,7.942811755361397,Space Helmet,39.37007874015748,Guardian,13.157894736842106,Pink,20.0,Green,5.73394495412844,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,92.51280556854341
110,6,1.51285930408472,Rainbow,53.475935828877,Crescent Talisman,59.523809523809526,Tranquil,10.111223458038422,Gray,8.16326530612245,Blue,6.112469437652812,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,143.73251902570658
111,5,4.861448711716092,,7.8125,,3.3795201081446433,Guardian,13.157894736842106,Red,5.4288816503800215,Gray,6.013229104028864,Short,2.4102193299590264,,1.2032246420406691,Jobs Glasses,53.475935828877,97.74285411198842
112,7,7.917656373713381,Adorable,25.510204081632654,Hero's Cap,83.33333333333333,Crescent,2.826455624646693,Brown,6.958942240779402,Gray,6.013229104028864,Short,2.4102193299590264,Hero's Tunic,83.33333333333333,,1.2195121951219512,219.52288561654862
113,7,7.917656373713381,Open,4.244482173174872,Witch's Hat,54.6448087431694,Crescent,2.826455624646693,Purple,8.912655971479502,Purple,6.038647342995169,Small,2.372479240806643,,1.2032246420406691,Eyepatch,49.75124378109453,137.91165389312087
114,6,1.51285930408472,Open,4.244482173174872,Bucket Hat,68.9655172413793,Crescent,2.826455624646693,Gray,8.16326530612245,Pink,6.218905472636816,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,96.72670120001412
115,5,4.861448711716092,Rainbow,53.475935828877,,3.3795201081446433,Crescent,2.826455624646693,Green,22.321428571428573,Pink,6.218905472636816,Small,2.372479240806643,,1.2032246420406691,,1.2195121951219512,97.87891039541908
116,7,7.917656373713381,Fire,56.17977528089888,Durag,79.36507936507937,Crescent,2.826455624646693,Red,5.4288816503800215,Purple,6.038647342995169,Small,2.372479240806643,Bomber Jacket,81.30081300813008,,1.2195121951219512,242.64930008177222
117,6,1.51285930408472,Heart,55.865921787709496,Halo,43.859649122807014,Sage,46.51162790697675,White,11.299435028248588,Green,5.73394495412844,Short,2.4102193299590264,,1.2032246420406691,,1.2195121951219512,169.61639427107667
